plan_id,state,metal_level,rate,rate_area
37695XQ9576870,WI,Silver,479.87,7
32954FF1656704,TX,Silver,270.98,7
06165TX8361648,WV,Gold,328.47,5
10298TM5020543,PA,Bronze,157.04,4
36194HA7968980,MI,Silver,287.38,2
22003XG6883588,IN,Silver,206.67,16
92670NS8649750,WI,Bronze,250.58,15
21354LC9343475,AZ,Bronze,254.56,4
44875YX5029941,SC,Gold,354.64,3
39429JM8103626,IL,Silver,312.09,3
40012LN6526199,WI,Bronze,370.47,9
13474EY3988712,WI,Gold,477.08,16
49747CQ2604945,NC,Bronze,308.68,3
82446SJ7583473,VA,Bronze,329.09,7
91845CJ2665933,FL,Silver,362.83,51
21198NI8378928,SC,Silver,285.62,10
19628OP1300625,IN,Silver,290.78,4
31089LK4072195,OK,Gold,359.82,4
35278WM9347774,FL,Silver,386.47,5
51302SW8836013,WI,Silver,341.06,14
26339OX2745735,AZ,Silver,209.41,6
41606GJ2201698,MT,Gold,306.88,3
77948LQ1139033,ME,Bronze,273.67,2
74658IJ0853824,OH,Bronze,271.14,4
58994UE8961466,SD,Bronze,236.29,1
18744TK6947111,FL,Platinum,374.85,49
00120HB0910709,FL,Gold,422.96,40
15046XB0395482,SC,Gold,306.69,26
46566VU0275984,GA,Silver,305.53,3
95366VK8537757,SC,Gold,279.51,15
18166IY5217296,WI,Gold,390.5,7
31758JI1543403,MI,Gold,246.37,1
42707DQ5084614,NC,Catastrophic,159.3,6
73411LI3647863,FL,Bronze,328.63,59
12675CS6794838,FL,Gold,445.67,5
59633PX1095133,FL,Gold,351.7,37
72689SC8218066,WI,Bronze,285.28,15
51264TY3222497,MO,Bronze,257.3,10
48121YM5920829,NH,Silver,314.01,1
67834KY1820585,TX,Silver,274.79,3
60369TX7082657,UT,Silver,280.95,6
53024RP2403265,IL,Silver,486.91,3
77495XT9169698,AZ,Bronze,216.88,4
86357OP2639439,FL,Silver,398.14,63
55606LL4041933,IL,Gold,316.45,10
55443TS0944265,UT,Gold,299.34,6
33109YS1942359,MI,Catastrophic,161.21,3
18887FM4538072,TX,Bronze,313.05,17
13661KF7666812,OH,Silver,314.56,1
53396CQ7079621,IL,Silver,218.16,1
47831WF3110317,TX,Gold,538.35,22
30196WG8097152,OH,Bronze,200.06,1
89019MH3563533,WI,Silver,303.54,11
89721UX9911086,NC,Silver,309.02,11
51979DK6696842,IN,Silver,380.7,15
87204DG0014037,IN,Silver,281.35,15
03437XX4827883,WI,Gold,479.88,9
65140UT9927541,AZ,Silver,368.5,3
36243HQ9077693,GA,Silver,263.01,8
13971UF6339877,MT,Silver,274,1
59658RX4372786,NC,Silver,357.64,1
41331GQ0472164,IN,Gold,356.25,3
50147ES9982082,TX,Bronze,228.13,3
85369QI2847538,WI,Catastrophic,174.53,2
46530RI2963850,AR,Bronze,232.23,3
90573PJ7251243,OR,Gold,299.05,1
61928CC1821623,SC,Silver,285.25,11
05947KU2846455,NC,Platinum,561.55,4
87282NJ8420771,AZ,Gold,313.42,4
70887YY3505393,TX,Silver,332.22,11
69019XS3672188,SC,Gold,266.54,25
28138OF0208897,TN,Silver,323.07,8
23718DB9040289,WI,Gold,418.46,1
58240NX1524307,MI,Gold,335.34,4
35539HN9507554,TX,Bronze,278.34,10
49684KE6062884,FL,Silver,298.24,2
50799BC3873177,WV,Silver,306.48,4
57908GI3333344,ND,Silver,289.74,4
84991NT8085697,TX,Bronze,272.62,24
39447QM3180255,WY,Bronze,368.9,2
56177BI6751195,MI,Gold,436.17,1
07518TU4879408,TX,Bronze,189.95,9
92097DR2973099,OR,Silver,275,6
60289TD4795739,NM,Bronze,167.75,4
57887HB4008422,SC,Silver,299.02,21
06637SH4746875,FL,Silver,331.91,55
56578XI1481161,SC,Silver,494.25,21
75254UH0429974,SC,Bronze,223.15,18
13941QP8224994,WV,Silver,275.73,11
60258CR1914605,IL,Silver,486.7,10
38302XJ8802440,SC,Silver,297.28,21
83653HE7268803,NC,Bronze,293.55,1
23985ON8820930,UT,Silver,291.78,6
05065LR5151486,FL,Gold,377.97,14
18446QH7799292,GA,Bronze,260.13,3
76372EB8447342,TX,Bronze,230.42,7
91457OS9100059,OH,Silver,262.4,2
13482HB1577824,MI,Gold,388.05,11
87814KF2310605,TX,Silver,337.01,6
58959PK2679057,SC,Gold,370.27,39
44214SP3120006,PA,Bronze,147.96,1
69040BA4725570,OH,Silver,355.83,4
98506RN8238741,SC,Bronze,256.69,13
11541LL7189667,TX,Bronze,233.69,3
48583HD4434263,WI,Bronze,273.17,8
16487HW3656838,WI,Bronze,244.62,11
75847RB8041745,FL,Bronze,334.29,63
15024SP6087170,WV,Silver,295.63,8
17519BF4065432,FL,Platinum,525.55,55
63218XL2269589,WI,Platinum,646.7,1
60001WT9967344,NC,Gold,381.54,4
37852NJ4422528,AR,Silver,312.78,3
70689NH5279154,IL,Gold,558.87,2
88743GW2388658,TX,Gold,314.62,6
09121UU1978925,FL,Platinum,419.5,14
04751XT0241314,AL,Silver,261.66,2
29273EX4113886,UT,Silver,262.79,5
23158GU2386761,OH,Bronze,259.04,2
34703TC9143901,SC,Silver,279.13,18
35191VN0900331,TX,Silver,260.59,10
79407MT1171383,FL,Gold,363.93,11
50998QQ5866570,LA,Silver,349.05,5
85534GG4002798,IN,Bronze,276.31,2
32107WG9042544,NE,Bronze,215.52,2
70658MK9873277,IN,Bronze,248.66,15
68702VU0809069,SC,Bronze,241.05,7
51783EZ3425806,WI,Platinum,435.59,11
77657DT9075018,TN,Gold,359.7,4
11352XH5046391,FL,Bronze,235.48,43
99390NX4820075,FL,Silver,284.24,40
09260TN0905396,SC,Silver,283.59,38
21381SI6501279,TX,Silver,319.77,9
38075MT4023234,TN,Platinum,438.27,4
04307VX0127352,IN,Silver,381.94,13
58775NG4969860,WI,Bronze,335.73,8
79045LR9726399,WV,Silver,320.62,1
02236BF9388956,GA,Silver,284.05,14
97149QS1093886,PA,Silver,183.94,2
26110VS8878532,WI,Catastrophic,218.96,1
68610EE0529149,OH,Bronze,290.39,15
65864OB4045267,MS,Bronze,221.74,1
41428DP4141725,WV,Silver,278.9,9
04917JJ9685187,OH,Bronze,217.72,11
91923PJ1959133,MS,Bronze,240.07,3
37113RJ1081349,MI,Silver,270.88,13
70659HD7596310,TX,Silver,331.48,22
53033ZR3202285,OR,Silver,280.77,4
18774SJ4592322,TX,Bronze,290.78,8
05944ET9145442,FL,Bronze,247.37,50
41876YU0024269,SC,Gold,325.84,11
80802JW6274246,FL,Silver,364.46,60
42746CW3861971,NC,Silver,312.65,15
44465MA7301226,OH,Bronze,320.69,10
30151CW0778712,TN,Bronze,207.43,7
91139TR7757102,TX,Bronze,192.86,24
43709PT9727611,IA,Silver,278.29,5
56212PR8340011,FL,Gold,346.02,53
45751GV1956655,AZ,Silver,285,7
47872DW5521643,IL,Bronze,229.14,2
67564GJ1313886,MS,Silver,281.83,1
20345TX8396039,WI,Silver,380.45,1
67280JD5649336,MI,Gold,392.95,12
85869UI8598859,FL,Bronze,326.86,30
14889XM0922726,WI,Bronze,431.33,6
62066AG2823504,WI,Bronze,344.36,11
81190NC2264937,MO,Bronze,208.29,3
19820HA1704367,MI,Catastrophic,212.0569558,2
55406IQ3981607,WI,Bronze,263.34,10
44423TD7429616,WY,Gold,487.43,1
02378RD7819652,SC,Bronze,399.62,8
50835QA0309036,FL,Gold,405.57,40
37631GT9228946,MS,Silver,302.12,6
65509DS2332320,FL,Silver,363.12,18
23633PE6121869,IN,Bronze,322.61,10
87504YB1953984,GA,Bronze,307.89,3
66850XU1927451,WI,Gold,355,2
17407XT0751265,FL,Bronze,240.55,36
54750DL3425167,MI,Platinum,497.12,7
97564FR3181800,FL,Silver,356.98,42
10134WO9456554,OR,Silver,291,7
02031ZW3984886,NC,Gold,457.1,16
23985VI8144898,FL,Gold,424.55,26
35650XQ0308022,PA,Bronze,243.24,6
95520YJ4944286,OH,Bronze,352.4,10
38787LO8992730,SC,Silver,316.53,5
57873DR7321949,MI,Silver,343.39,3
35429PV3168249,TN,Platinum,410.54,6
18413ME9593743,MO,Silver,383.86,2
11945FN5087171,FL,Bronze,237.3,26
91809HS4641212,LA,Bronze,197.24,1
43622BB1709641,FL,Silver,424.02,24
23490DV6824906,TX,Silver,432.9,20
61936EB3466730,IN,Platinum,549.02,16
73322XE6866046,SD,Bronze,231.77,4
39967FP3130179,AL,Gold,288.35,6
76387QP1076360,IN,Bronze,281.77,17
19817LG5843617,LA,Silver,359.49,3
57034BL6418972,WI,Silver,293.02,13
67018HS0245112,WI,Bronze,244.05,11
73553RZ6036642,IL,Silver,297.95,1
60360SC4849688,LA,Bronze,290.46,4
94300EX7822007,WI,Silver,398.86,8
40626VP8475373,PA,Silver,288.87,6
19170YY0325015,FL,Gold,343.42,22
65259DW9887120,GA,Gold,371.56,13
76208WH1251929,WV,Silver,285.33,5
71184BM5274147,OR,Catastrophic,190,7
56834OY7425326,KS,Silver,212.35,6
67832UO8351247,UT,Bronze,221.16,6
93231RR6376953,OH,Gold,383.91,1
51319MY1864611,GA,Gold,361,2
29100PX8919485,NC,Silver,288.65,15
01551KH4725177,AL,Gold,338.69,6
94163LQ7460042,OR,Gold,348.93,3
47635PY2196013,OR,Gold,294,1
99092SO0395028,GA,Gold,409.24,4
17494JR4145930,TX,Bronze,368.82,25
34449SG9471422,WY,Platinum,520.88,2
41116SG3138752,GA,Bronze,229.89,8
88733KC8874189,OK,Catastrophic,177.68,4
51743KO4224650,FL,Silver,353.48,64
41634US8063550,IL,Bronze,184.74,1
77992YS2248051,FL,Bronze,241.46,51
55247HK2082062,PA,Silver,182.07,4
63810ST0462194,IN,Silver,362.47,2
81781TE3682345,TN,Bronze,177.15,6
38142HT4390562,OH,Gold,380.8,15
68394FQ8789415,WI,Bronze,305.05,7
40522PF5923940,TX,Gold,295.13,9
05516JQ6858646,SC,Silver,289.44,46
29439NO8085332,FL,Gold,423.48,5
15683LJ0996333,MO,Bronze,250.05,8
63045QW8140787,NM,Bronze,150.84,4
54664CJ7194832,GA,Silver,315,2
34369SP1665033,IL,Silver,454.75,1
31950HY9497546,FL,Silver,384.91,52
24582SX0026721,TX,Bronze,227.24,3
25103YA4544172,NC,Silver,319.82,3
61992UB1872306,IN,Silver,376.5,6
67564KI5492975,UT,Catastrophic,245.05,6
95351WD6784289,IN,Bronze,398.91,3
54548EK0670231,MS,Bronze,221.74,2
33634CP3465003,UT,Bronze,231.85,1
73115FY3971610,MI,Bronze,240.38,6
84408LO9800698,PA,Silver,201.1,1
94902NN8212296,TX,Gold,382.57,26
32406WA5046830,NC,Bronze,247.23,9
77762YV6724677,SC,Silver,271.96,20
19515HF3218076,OR,Silver,232,2
15831FN8875198,OH,Gold,424.58,5
32678KX3857323,IL,Gold,327.62,11
39851OC9004300,LA,Platinum,374.24,5
98449XM3605507,SC,Gold,337.5,30
37928UB5512472,MI,Gold,349.47,3
76778RD0567378,WI,Bronze,320.06,9
06720UP3360446,IN,Bronze,268.87,15
90117JG2331578,AZ,Bronze,193.6,4
80070UQ2227618,AL,Gold,287.93,1
41979PW0710935,WI,Gold,456.78,11
35040IE6571517,OH,Bronze,270.84,3
09220DR3434034,FL,Silver,394.49,66
06897NJ2482746,FL,Gold,429.49,6
99892FH5982623,IN,Silver,384.8,6
43184WI6084941,WV,Gold,351.81,9
65268QM0157681,FL,Gold,357.39,39
91294SP5841645,MT,Silver,232.07,4
15743WI4774127,SC,Bronze,275.31,37
94304EM3215874,SC,Silver,299.02,17
59965YB8053762,TX,Gold,303.95,24
49146EN7587389,OR,Bronze,212.37,3
40425PC3715686,OH,Bronze,259.85,15
25830SN4485745,MT,Gold,311,4
68435VT2632906,WI,Silver,362.37,14
06573XM3198331,SC,Silver,308.65,15
34176YV5556571,MI,Bronze,223.5468287,6
37794LY1539584,MT,Bronze,206.91,1
81755QG0510417,NM,Bronze,141.35,1
37797CJ2806140,FL,Silver,427.07,11
17185IJ2582272,WV,Gold,332.48,11
31696TU2682478,FL,Platinum,456.37,16
19001TJ4616408,GA,Silver,278.31,7
85276BR3310680,NC,Bronze,284.47,8
95500CE9984187,NC,Bronze,295.35,15
87182DL3255100,OH,Gold,350.4,11
56843FN7308243,OH,Bronze,237.76,3
44758CC2775393,FL,Silver,376.28,48
22093YM0818341,OR,Silver,296,2
89341GS3402730,OK,Bronze,222.26,4
31344AY6724575,FL,Gold,425.72,13
64855GK8309936,PA,Bronze,167.37,2
90803ZP9823579,WV,Gold,345.87,5
78982ZS1985289,SC,Gold,371.69,45
81559MS5012366,GA,Gold,367.87,12
44498YH8399252,SD,Silver,261.57,2
63058KW6169791,AL,Bronze,221.81,8
54305FD0065667,ND,Gold,293.62,2
50356FO5674755,TN,Gold,385.83,2
94692OK0936946,GA,Silver,401.51,15
89283WF9167521,SC,Silver,299.88,15
49998QW9764932,IN,Silver,336.27,3
70344GT1250617,WI,Bronze,259.34,15
52046SJ1804993,FL,Silver,372.66,42
14089HE1013055,OK,Catastrophic,185.67,2
31029JF7491300,PA,Gold,280.15,1
79652VF7835468,VA,Silver,279.36,7
23913OJ2444120,SC,Silver,320.95,37
16841GN8741591,GA,Silver,311.23,3
90410IE8320842,MO,Silver,313.47,10
35754TM6296100,IN,Silver,371.19,13
48014FY5367999,TX,Gold,395.64,8
68593YM1793192,UT,Silver,249.56,5
86680KM4028050,OH,Bronze,324.16,17
50394LU6165352,FL,Gold,347.63,34
20515ZF9431990,SC,Silver,284.48,38
86015FF5072465,FL,Silver,343,11
48603PU0183699,IN,Silver,367.59,11
74017DB9503292,OH,Silver,290.55,5
05397QB7953681,MI,Gold,370.1935483,6
86156CP2035542,NM,Bronze,171.48,2
40820RR6192969,PA,Silver,203.65,1
17720XR2607017,GA,Silver,265.01,8
13994SY9268019,NE,Silver,292.18,2
58988ZS2752302,TX,Silver,266.73,15
02569RG8557974,UT,Gold,327.67,5
70058QW8285400,TX,Silver,246.25,6
41536SH5231393,SC,Silver,315.93,2
84530CU6896269,TX,Catastrophic,242.68,14
16841OK5421795,MI,Gold,403.93,9
24951FL7448075,SC,Gold,365.28,45
95131RC3486809,MT,Silver,320.11,1
69198PB6498414,FL,Silver,364.04,39
59127TR9609406,TN,Gold,355.38,6
55955TI1948414,AZ,Gold,380.68,1
64787II4280697,FL,Bronze,202.57,56
70142LJ3428810,IN,Gold,404.36,10
31907NI8891138,NC,Silver,352.97,15
77772BH5532674,KS,Silver,232.36,2
41996FY6016023,FL,Platinum,365.93,62
24980KN0108795,FL,Silver,453.09,49
35337AG7219743,SD,Silver,276.04,1
02604MC7520528,MI,Silver,262.76,14
39225WX5349403,SC,Bronze,223.97,3
30756IW6246531,MO,Bronze,300.63,5
83265FX4219711,MI,Gold,449.3,10
19375MM0797056,MI,Bronze,272.46,9
63400OR2497937,FL,Silver,327.43,10
60788OK0611715,WI,Gold,408.1,14
48511MC9956570,WI,Gold,400.53,14
58900VF3851148,AZ,Silver,276.5,7
36783CT7870388,SC,Bronze,249.2,10
16850WX4412159,UT,Gold,291.71,1
67730GP6948019,IL,Gold,385.46,13
25111MQ8169057,PA,Silver,184.97,2
57074QI3696928,WI,Bronze,287.5,15
55173DK5550555,FL,Silver,291.85,64
40819FR6628629,AZ,Silver,290.51,6
36678KF8588146,TX,Silver,308.66,12
46243FT3962212,TX,Gold,407.06,11
93856DH9151837,NM,Bronze,140.15,1
62157XC1151173,TN,Silver,262.79,8
62184OI4299554,SC,Silver,281.86,1
61222XL9053319,NM,Gold,326.75,3
34705FI9636913,SC,Silver,285.86,38
96382KJ5527973,WI,Silver,298.5,15
42812DF3872797,IN,Bronze,317.18,1
19122OA4272249,PA,Silver,287.74,6
62452TK5856239,IN,Catastrophic,256.98,8
80108JI4680351,GA,Bronze,242.09,7
53996WT7070307,FL,Gold,394.27,5
64172DQ2751807,AL,Bronze,214.79,4
88474GT7002371,WI,Platinum,506.32,11
28771XG3843749,NM,Bronze,129.28,1
12200OW9525357,OR,Silver,271.01,7
03275HC5471717,SC,Silver,237.91,18
08330GF3216470,SC,Platinum,562.66,33
64999CG4565360,OH,Gold,314.97,4
55302BW5831266,WI,Gold,474.93,9
85982LS5604612,AL,Gold,284.94,9
95294SP8866986,GA,Gold,376.39,4
64399RP0011603,OH,Bronze,213.12,6
45754WY5665554,TX,Gold,263.33,9
96820AA7689758,WI,Bronze,299.13,16
61052WR5672254,MI,Platinum,285.98,1
49457TX6409572,SC,Silver,303.78,34
73539LH5441442,FL,Bronze,330.15,55
10048RL4716179,KS,Bronze,180.63,2
21749OF3621601,IL,Gold,344.25,6
54644GR0857919,FL,Bronze,273.5,18
68039GS5781067,ME,Bronze,303.32,3
41584US5907613,WV,Catastrophic,216.11,9
41176XS5857571,SC,Bronze,183.18,18
64574QH6598643,FL,Silver,313.12,49
24223ZV8885386,MI,Silver,339.42,9
94073WJ1700118,OH,Gold,394.59,14
51015WY0696070,IL,Gold,279.06,2
88896OL9137760,FL,Gold,440.74,57
02655QU9586998,GA,Silver,339,3
62934HC2193070,SC,Gold,333.04,14
40216NI5351871,MS,Silver,433.9,4
95090SO4622800,FL,Silver,378.38,37
31375UQ7359164,NV,Silver,272.31,1
14044FG4674563,AR,Gold,349.91,3
81100FY0706401,FL,Bronze,256,59
02467KH7116183,NC,Gold,427.38,4
89821MK0397130,SC,Silver,281.01,46
74514YV0742290,IL,Bronze,222.57,5
75348WJ7507747,WI,Silver,385.8,12
48206YY2916920,SC,Gold,341.49,9
29388NB5888608,FL,Platinum,489.33,30
62220DU6318408,SC,Bronze,265.99,28
52337EM8584656,IL,Bronze,224.09,11
46597IB2350524,WI,Platinum,383.78,11
42166AL1084001,WI,Silver,390.03,8
50764WE7038863,IA,Bronze,346.11,3
63991RN5491925,VA,Bronze,246.15,2
48922OB7950336,SC,Bronze,259.17,18
55732FZ3748050,SC,Bronze,214.57,45
90545TR9158556,FL,Platinum,395.46,16
11758CI5776621,VA,Bronze,213.04,12
55875GY5842201,UT,Gold,288.42,3
78760NU3691337,SC,Catastrophic,239.21,12
84212MW2921748,UT,Gold,297.89,2
02312YB6669370,NC,Silver,324,4
62290MR2099119,OK,Gold,364.8,5
25610FW9202983,LA,Bronze,288.06,1
76224BB3518688,SD,Silver,336.82,1
24450XK9056533,TX,Silver,278.52,5
04125GR1907426,MI,Silver,314.09,13
28005DZ8917571,SC,Bronze,296.67,2
40361YX2939341,IA,Silver,228.14,6
94303GD1578214,OH,Bronze,227.38,15
37556BH2091157,SC,Silver,242.05,9
28620CZ9330233,SC,Silver,289.28,14
73855BC2879085,FL,Silver,335.85,42
38973GF7910874,AZ,Silver,304.32,4
25131RD3312567,WI,Gold,456.68,14
18209QC7820783,WI,Bronze,322.48,1
28266VU1468685,OH,Gold,353.55,9
58904BO1849597,MI,Gold,363.7106903,3
17506HB1602628,NV,Gold,515.5776077,1
10199XU2526569,NV,Silver,263.59,1
86867LQ8358026,FL,Bronze,311.72,14
58049ZT2096808,TX,Silver,269.42,24
48767YO9216306,PA,Gold,361.92,7
47091IX6214526,AL,Catastrophic,198.49,9
87686EX0214162,SC,Gold,345.3,12
18902XU8948762,LA,Bronze,298.79,6
04462MS8253992,MI,Catastrophic,228.62,7
81164NF6775999,OH,Bronze,258.27,3
32307QH0688137,SC,Bronze,214.57,29
15727PO2231851,OH,Silver,344.03,16
01651XU3604828,GA,Bronze,279.17,3
60616WN1520755,FL,Platinum,407.88,1
30591SX7255811,WI,Silver,345.81,11
25611SV6130100,GA,Silver,340.56,11
67398DT1983791,TN,Bronze,208.44,1
35329UJ6012029,MO,Silver,284.29,6
41791LU3428037,SC,Bronze,249.72,44
05930BY8152965,WY,Catastrophic,324,3
33169TI0350747,AZ,Silver,310.06,7
42158IH2581988,OH,Gold,387.57,3
96420IK0683914,PA,Silver,247.83,2
65026VY6921073,SC,Silver,283.73,42
64323KI4079596,VA,Silver,296.71,11
13102JH6288462,TX,Bronze,318.81,20
76759KB4815505,WI,Silver,300.05,14
91575OX5854657,NM,Gold,265.49,1
52780LF0816046,LA,Silver,331.66,5
55646KN1942210,SC,Bronze,259.37,31
01346KQ5180136,FL,Platinum,493.4,9
79301CP5049480,SC,Platinum,692.95,28
03027HJ7610595,OR,Catastrophic,291.15,5
31980SG9076374,IN,Silver,349.75,2
79980AV7677998,SC,Gold,343.94,18
34469EI6820707,MT,Bronze,229.05,4
45434HI5714078,IL,Gold,375.07,13
59943HW6521263,PA,Bronze,181.42,6
83858GT5983324,IN,Silver,394.47,13
40927CE9261338,SD,Silver,276.04,2
57125FG3218675,GA,Silver,236.06,2
72001DQ5076978,MI,Catastrophic,233.1137648,15
87638TZ1639287,FL,Bronze,270.05,34
86426LX6254112,MI,Bronze,213.53,11
15000SF6795626,AZ,Platinum,427.91,6
50288BS0838421,IN,Catastrophic,210.91,7
32178XF1982910,WI,Bronze,323.49,9
96595BI3491905,UT,Silver,250.08,6
62903VP7035614,DE,Gold,363.25,1
99902WF7811293,TN,Silver,252.46,4
28468NN5130497,SC,Bronze,253.4,41
12889UB8466138,NM,Gold,357.91,2
72721YS7016390,LA,Bronze,304.82,8
85287OO9459406,MI,Silver,301.43,2
36643UE6319965,SC,Gold,375.75,2
69790BL7929687,TX,Gold,306.73,18
17607OA2324009,SC,Silver,337,6
03102DX9337248,PA,Silver,167.07,1
68171LH5772506,SC,Bronze,207.06,14
25611ET1678169,NC,Gold,396.3,6
29943XU6183666,SC,Silver,273.61,20
48330TW2816480,IL,Gold,395.41,1
50224VE9911792,NC,Gold,377.96,5
47611RQ0564723,FL,Silver,318.6,5
91299PL5433743,SC,Bronze,260.9,32
40302OH6989141,SC,Gold,606.32,32
92116ES6980998,WI,Bronze,316.5,15
21210LU8300490,SC,Bronze,250.75,42
34755UH1176226,GA,Silver,287.76,2
32667LA5879409,WI,Bronze,270.98,8
89442BE1135735,LA,Silver,285.33,5
86225UA2312231,NC,Catastrophic,217.28,15
89645AF8445586,VA,Silver,259.35,7
59757CT2543040,WI,Silver,306.39,10
79484JN0625053,OH,Bronze,235.44,15
71897YB6557146,MT,Bronze,200,2
66503OS3844982,MI,Gold,325.36,1
18788VO8964732,LA,Silver,309.15,2
51983GO5706734,SC,Silver,305.04,32
55372NN8760342,IN,Catastrophic,219.28,12
30890FF2230413,FL,Silver,324.61,63
16601SX3052534,OH,Bronze,275.64,4
41797FT2977262,WV,Bronze,259.53,2
69005VI4038455,NC,Bronze,251.95,5
85123LZ1280794,AZ,Gold,285.98,5
79624KU4025288,WI,Silver,399.06,9
22919IX7927957,NC,Bronze,281.8,4
99553GB2672245,PA,Silver,195.12,1
98366JH7032210,NC,Silver,393.67,8
59043LL2533411,GA,Bronze,235.01,9
00603FI1849946,WI,Silver,365.39,9
60109WS4575301,AZ,Silver,251.99,4
31536WG1973264,NV,Silver,299.85,2
34568WG6009279,LA,Gold,373.75,4
56810ZO7854465,OH,Silver,339.24,16
34795IA0186664,UT,Gold,313.96,2
80916CS0616633,MI,Gold,343.42,1
48424BN8071941,PA,Gold,259.59,9
24707GT0894247,MT,Silver,285.2,1
61489UX7222476,WI,Silver,361.14,14
77448QN7768061,FL,Silver,311.35,61
24817HQ8334649,FL,Bronze,397.43,53
73981WU7600629,OH,Catastrophic,194.36,8
71758KL2500364,WY,Gold,543.6,1
28505VC7066232,OH,Gold,416.35,4
07934ZK9064128,AL,Gold,308.78,12
43297JJ2769291,IN,Gold,434.53,15
31650LV7926947,TX,Silver,240.94,2
42360PJ5126082,SC,Gold,334.69,10
64829UH9947220,SC,Bronze,274.69,24
47395VL0664288,UT,Silver,267.01,4
53782YL4545523,FL,Catastrophic,237.33,1
69126PE2328037,WI,Silver,390.03,16
14597BD2227485,IN,Bronze,306.16,7
17566NM2121136,TN,Platinum,413.76,2
78206CG9201184,OH,Gold,410.37,16
32396TI3093693,MO,Bronze,264.68,4
59405DR8527861,PA,Bronze,168.76,5
31053LA7729898,GA,Bronze,226,10
04474YX2516990,SC,Bronze,253.33,20
15162NK9798776,FL,Catastrophic,233.46,30
32773UP1622577,OH,Bronze,267.51,9
15947QB3794840,NC,Catastrophic,192.23,6
26296RL4967116,PA,Bronze,235.61,8
96398QN8495677,VA,Silver,265.83,2
71787XE4287178,WI,Bronze,269.02,7
54385BL2755315,GA,Bronze,339.54,15
70367WY6619033,FL,Silver,376.5,33
50945LW7851225,WI,Platinum,481.46,7
83259YD0857559,AK,Silver,625,2
67504HR8373798,AZ,Silver,264.6,4
30647EA4521235,NV,Platinum,584.7829055,4
80676TP4846574,IA,Silver,365.68,7
91003YK7183090,NM,Gold,357.27,5
91271FO2842714,SC,Bronze,228.15,27
77975IB0982530,FL,Silver,318.6,14
21425ZJ1372153,AZ,Gold,274.43,6
26288DK7546325,SC,Catastrophic,224.85,10
31791WG1373583,FL,Silver,348.58,11
69179XP2212379,OH,Gold,375.42,11
91941NT4443420,GA,Gold,289.65,2
47539LD8704234,FL,Silver,312.04,12
54219IK9133433,TX,Silver,295.1,17
62504BT3186849,SC,Silver,317.33,13
61133WP9940430,MI,Bronze,216.85,8
05521EM9508334,TX,Catastrophic,193.55,19
38135JY2165708,GA,Bronze,245,13
58775IV3251596,ME,Silver,430.24,4
39563IJ9083985,IN,Silver,329.02,3
27652BG9776050,MI,Silver,296.14,6
13533RQ9071705,MO,Gold,345.05,7
74386QW6235153,SC,Silver,503.56,34
27729WC6678344,KS,Silver,265.85,4
17697IP0841603,PA,Silver,199.71,6
63428IV1041801,WI,Silver,351.9,8
10921QH5245253,SD,Gold,369.3,4
11074IG3647156,NC,Bronze,245.7,13
33339CU3032494,FL,Silver,291.87,4
13395NI1654509,TN,Platinum,406.18,1
34240RY4393715,LA,Gold,386.65,2
77981WE2772574,OH,Silver,370.64,6
39226PH6941245,FL,Platinum,456.37,46
79253SR9084376,SC,Platinum,562.66,19
56934CW7370386,TN,Gold,438.36,3
83946PU3219048,NC,Bronze,232.91,11
95896SD9459152,SC,Silver,310.23,12
40522AQ2122518,OR,Silver,267,4
15826BG7239500,SC,Bronze,271.41,31
44923XP8101674,AZ,Gold,386.14,4
67526WI9567918,SC,Gold,348.61,32
40035ER6802938,ME,Bronze,262.08,2
43551AA4671673,NC,Gold,439.33,16
17589SY7137695,LA,Catastrophic,224.8,8
24882YY6835315,SC,Bronze,259.4,3
94857GL2997998,SC,Bronze,246.74,42
61078CQ0431934,IN,Silver,370.03,8
74537IL9174247,VA,Silver,274.91,10
10993TF8336315,IN,Gold,391.95,2
53983HG1253870,SC,Gold,279.51,38
64737HO0478148,MO,Silver,303.11,7
28801VM0183244,WI,Bronze,287.94,14
31040KP3073423,SD,Silver,281.18,1
66706WC9185535,UT,Silver,278.68,6
21318KP0980596,IA,Silver,230.29,5
59404LB3859050,GA,Gold,596.83,11
17273FW2143868,TX,Silver,327.58,6
58449JG7419358,NC,Silver,332.21,1
64308YP3607749,SC,Silver,217.82,7
00866MT8743716,WI,Bronze,259.07,2
33732RI6370046,GA,Silver,336.87,2
35266HS6321632,SC,Catastrophic,228.38,41
27348QT0814949,NC,Bronze,272.21,14
59578OQ6478318,UT,Gold,300.65,6
05315QM1151917,FL,Silver,404.18,56
20696ER1308654,TX,Bronze,194.66,3
62047MD0960499,GA,Bronze,243.04,3
29206XB9628077,ND,Silver,335.34,1
43980GY0549693,FL,Silver,295.13,11
25771FN8250178,TX,Silver,247.62,24
18026MY5785106,WI,Silver,327.34,15
22547PX8056179,WI,Platinum,606.09,14
89140GX1001314,WI,Catastrophic,213.3,11
21756WC1997996,IL,Gold,345.48,4
44162HB0471074,OH,Gold,343.58,1
50747UO8512343,WY,Silver,401.48,2
77236MD5091352,IL,Gold,377.7,10
40271GI7467407,UT,Gold,286.65,4
98651HB3543376,SC,Silver,305.68,6
77313HM5460076,WI,Bronze,307.8,15
